forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-05-24,1 day ahead cum death,2020-05-25,US,US,point,NA,99879.93904665112
2020-05-24,2 day ahead cum death,2020-05-26,US,US,point,NA,101164.67628121376
2020-05-24,3 day ahead cum death,2020-05-27,US,US,point,NA,102505.14205130935
2020-05-24,4 day ahead cum death,2020-05-28,US,US,point,NA,103708.62284314632
2020-05-24,5 day ahead cum death,2020-05-29,US,US,point,NA,104833.92989388108
2020-05-24,6 day ahead cum death,2020-05-30,US,US,point,NA,105829.6754000485
2020-05-24,7 day ahead cum death,2020-05-31,US,US,point,NA,106367.88093158603
2020-05-24,8 day ahead cum death,2020-06-01,US,US,point,NA,107681.06078141928
2020-05-24,9 day ahead cum death,2020-06-02,US,US,point,NA,108891.21057382226
2020-05-24,10 day ahead cum death,2020-06-03,US,US,point,NA,110226.73764941096
2020-05-24,11 day ahead cum death,2020-06-04,US,US,point,NA,111251.05597886443
2020-05-24,12 day ahead cum death,2020-06-05,US,US,point,NA,112146.32820904255
2020-05-24,13 day ahead cum death,2020-06-06,US,US,point,NA,113078.70668834448
2020-05-24,14 day ahead cum death,2020-06-07,US,US,point,NA,113544.21469572186
2020-05-24,1 day ahead cum death,2020-05-25,01,Alabama,point,NA,585.8849334716797
2020-05-24,2 day ahead cum death,2020-05-26,01,Alabama,point,NA,602.6093249022961
2020-05-24,3 day ahead cum death,2020-05-27,01,Alabama,point,NA,621.653662353754
2020-05-24,4 day ahead cum death,2020-05-28,01,Alabama,point,NA,627.7578529715538
2020-05-24,5 day ahead cum death,2020-05-29,01,Alabama,point,NA,634.1811486780643
2020-05-24,6 day ahead cum death,2020-05-30,01,Alabama,point,NA,644.0311747789383
2020-05-24,7 day ahead cum death,2020-05-31,01,Alabama,point,NA,643.4701398611069
2020-05-24,8 day ahead cum death,2020-06-01,01,Alabama,point,NA,665.9786770045757
2020-05-24,9 day ahead cum death,2020-06-02,01,Alabama,point,NA,682.1236580610275
2020-05-24,10 day ahead cum death,2020-06-03,01,Alabama,point,NA,705.8761922419071
2020-05-24,11 day ahead cum death,2020-06-04,01,Alabama,point,NA,703.6916470527649
2020-05-24,12 day ahead cum death,2020-06-05,01,Alabama,point,NA,712.7365639805794
2020-05-24,13 day ahead cum death,2020-06-06,01,Alabama,point,NA,724.6026098430157
2020-05-24,14 day ahead cum death,2020-06-07,01,Alabama,point,NA,728.685853511095
2020-05-24,1 day ahead cum death,2020-05-25,02,Alaska,point,NA,36.121087819337845
2020-05-24,2 day ahead cum death,2020-05-26,02,Alaska,point,NA,36.03408569097519
2020-05-24,3 day ahead cum death,2020-05-27,02,Alaska,point,NA,36.192279040813446
2020-05-24,4 day ahead cum death,2020-05-28,02,Alaska,point,NA,36.192279040813446
2020-05-24,5 day ahead cum death,2020-05-29,02,Alaska,point,NA,35.39600184559822
2020-05-24,6 day ahead cum death,2020-05-30,02,Alaska,point,NA,35.39600184559822
2020-05-24,7 day ahead cum death,2020-05-31,02,Alaska,point,NA,35.39600184559822
2020-05-24,8 day ahead cum death,2020-06-01,02,Alaska,point,NA,39.517089664936066
2020-05-24,9 day ahead cum death,2020-06-02,02,Alaska,point,NA,39.49780637025833
2020-05-24,10 day ahead cum death,2020-06-03,02,Alaska,point,NA,39.58231404423714
2020-05-24,11 day ahead cum death,2020-06-04,02,Alaska,point,NA,39.58231404423714
2020-05-24,12 day ahead cum death,2020-06-05,02,Alaska,point,NA,38.71786022186279
2020-05-24,13 day ahead cum death,2020-06-06,02,Alaska,point,NA,38.71786022186279
2020-05-24,14 day ahead cum death,2020-06-07,02,Alaska,point,NA,38.71786022186279
2020-05-24,1 day ahead cum death,2020-05-25,04,Arizona,point,NA,845.9774854183197
2020-05-24,2 day ahead cum death,2020-05-26,04,Arizona,point,NA,841.0588543117046
2020-05-24,3 day ahead cum death,2020-05-27,04,Arizona,point,NA,890.8389070928097
2020-05-24,4 day ahead cum death,2020-05-28,04,Arizona,point,NA,912.2325560450554
2020-05-24,5 day ahead cum death,2020-05-29,04,Arizona,point,NA,916.4413805007935
2020-05-24,6 day ahead cum death,2020-05-30,04,Arizona,point,NA,946.9606555700302
2020-05-24,7 day ahead cum death,2020-05-31,04,Arizona,point,NA,948.139560341835
2020-05-24,8 day ahead cum death,2020-06-01,04,Arizona,point,NA,993.6032611131668
2020-05-24,9 day ahead cum death,2020-06-02,04,Arizona,point,NA,981.5319407582283
2020-05-24,10 day ahead cum death,2020-06-03,04,Arizona,point,NA,1028.4707736372948
2020-05-24,11 day ahead cum death,2020-06-04,04,Arizona,point,NA,1047.3197432756424
2020-05-24,12 day ahead cum death,2020-06-05,04,Arizona,point,NA,1044.0762027204037
2020-05-24,13 day ahead cum death,2020-06-06,04,Arizona,point,NA,1073.5800175368786
2020-05-24,14 day ahead cum death,2020-06-07,04,Arizona,point,NA,1074.8742348849773
2020-05-24,1 day ahead cum death,2020-05-25,05,Arkansas,point,NA,173.59869343042374
2020-05-24,2 day ahead cum death,2020-05-26,05,Arkansas,point,NA,175.44618806242943
2020-05-24,3 day ahead cum death,2020-05-27,05,Arkansas,point,NA,179.23028767108917
2020-05-24,4 day ahead cum death,2020-05-28,05,Arkansas,point,NA,181.92783018946648
2020-05-24,5 day ahead cum death,2020-05-29,05,Arkansas,point,NA,184.03990390896797
2020-05-24,6 day ahead cum death,2020-05-30,05,Arkansas,point,NA,186.13584744930267
2020-05-24,7 day ahead cum death,2020-05-31,05,Arkansas,point,NA,185.74185594916344
2020-05-24,8 day ahead cum death,2020-06-01,05,Arkansas,point,NA,198.56829980015755
2020-05-24,9 day ahead cum death,2020-06-02,05,Arkansas,point,NA,200.38541287183762
2020-05-24,10 day ahead cum death,2020-06-03,05,Arkansas,point,NA,204.96404054760933
2020-05-24,11 day ahead cum death,2020-06-04,05,Arkansas,point,NA,212.19780853390694
2020-05-24,12 day ahead cum death,2020-06-05,05,Arkansas,point,NA,217.53037482500076
2020-05-24,13 day ahead cum death,2020-06-06,05,Arkansas,point,NA,219.46468371152878
2020-05-24,14 day ahead cum death,2020-06-07,05,Arkansas,point,NA,216.38486564159393
2020-05-24,1 day ahead cum death,2020-05-25,06,California,point,NA,3822.3947232663627
2020-05-24,2 day ahead cum death,2020-05-26,06,California,point,NA,3954.4146176874638
2020-05-24,3 day ahead cum death,2020-05-27,06,California,point,NA,4022.045811086893
2020-05-24,4 day ahead cum death,2020-05-28,06,California,point,NA,4121.94266051054
2020-05-24,5 day ahead cum death,2020-05-29,06,California,point,NA,4203.390707552433
2020-05-24,6 day ahead cum death,2020-05-30,06,California,point,NA,4262.213043391705
2020-05-24,7 day ahead cum death,2020-05-31,06,California,point,NA,4273.559778094292
2020-05-24,8 day ahead cum death,2020-06-01,06,California,point,NA,4341.609038323164
2020-05-24,9 day ahead cum death,2020-06-02,06,California,point,NA,4463.17485961318
2020-05-24,10 day ahead cum death,2020-06-03,06,California,point,NA,4561.962783008814
2020-05-24,11 day ahead cum death,2020-06-04,06,California,point,NA,4679.956682354212
2020-05-24,12 day ahead cum death,2020-06-05,06,California,point,NA,4771.388108193874
2020-05-24,13 day ahead cum death,2020-06-06,06,California,point,NA,4827.832984417677
2020-05-24,14 day ahead cum death,2020-06-07,06,California,point,NA,4814.604904949665
2020-05-24,1 day ahead cum death,2020-05-25,08,Colorado,point,NA,1379.6594372689724
2020-05-24,2 day ahead cum death,2020-05-26,08,Colorado,point,NA,1397.2676387429237
2020-05-24,3 day ahead cum death,2020-05-27,08,Colorado,point,NA,1453.1208131611347
2020-05-24,4 day ahead cum death,2020-05-28,08,Colorado,point,NA,1467.7462800443175
2020-05-24,5 day ahead cum death,2020-05-29,08,Colorado,point,NA,1501.5759432017803
2020-05-24,6 day ahead cum death,2020-05-30,08,Colorado,point,NA,1517.588439077139
2020-05-24,7 day ahead cum death,2020-05-31,08,Colorado,point,NA,1531.9867011606693
2020-05-24,8 day ahead cum death,2020-06-01,08,Colorado,point,NA,1545.5248782932758
2020-05-24,9 day ahead cum death,2020-06-02,08,Colorado,point,NA,1564.3448590934277
2020-05-24,10 day ahead cum death,2020-06-03,08,Colorado,point,NA,1620.5660295188427
2020-05-24,11 day ahead cum death,2020-06-04,08,Colorado,point,NA,1622.9130872786045
2020-05-24,12 day ahead cum death,2020-06-05,08,Colorado,point,NA,1640.7735374867916
2020-05-24,13 day ahead cum death,2020-06-06,08,Colorado,point,NA,1631.7193803191185
2020-05-24,14 day ahead cum death,2020-06-07,08,Colorado,point,NA,1638.958233177662
2020-05-24,1 day ahead cum death,2020-05-25,09,Connecticut,point,NA,3751.4294180870056
2020-05-24,2 day ahead cum death,2020-05-26,09,Connecticut,point,NA,3769.9550125598907
2020-05-24,3 day ahead cum death,2020-05-27,09,Connecticut,point,NA,3821.9070122241974
2020-05-24,4 day ahead cum death,2020-05-28,09,Connecticut,point,NA,3877.313362121582
2020-05-24,5 day ahead cum death,2020-05-29,09,Connecticut,point,NA,3925.0778455734253
2020-05-24,6 day ahead cum death,2020-05-30,09,Connecticut,point,NA,3965.2004024982452
2020-05-24,7 day ahead cum death,2020-05-31,09,Connecticut,point,NA,3986.5296721458435
2020-05-24,8 day ahead cum death,2020-06-01,09,Connecticut,point,NA,4054.621570587158
2020-05-24,9 day ahead cum death,2020-06-02,09,Connecticut,point,NA,4065.324687242508
2020-05-24,10 day ahead cum death,2020-06-03,09,Connecticut,point,NA,4110.790561914444
2020-05-24,11 day ahead cum death,2020-06-04,09,Connecticut,point,NA,4151.445621013641
2020-05-24,12 day ahead cum death,2020-06-05,09,Connecticut,point,NA,4195.924311637878
2020-05-24,13 day ahead cum death,2020-06-06,09,Connecticut,point,NA,4225.071344614029
2020-05-24,14 day ahead cum death,2020-06-07,09,Connecticut,point,NA,4228.280249714851
2020-05-24,1 day ahead cum death,2020-05-25,10,Delaware,point,NA,338.43997383117676
2020-05-24,2 day ahead cum death,2020-05-26,10,Delaware,point,NA,347.27914237976074
2020-05-24,3 day ahead cum death,2020-05-27,10,Delaware,point,NA,353.1191301345825
2020-05-24,4 day ahead cum death,2020-05-28,10,Delaware,point,NA,361.6850323677063
2020-05-24,5 day ahead cum death,2020-05-29,10,Delaware,point,NA,367.0116357803345
2020-05-24,6 day ahead cum death,2020-05-30,10,Delaware,point,NA,372.11612129211426
2020-05-24,7 day ahead cum death,2020-05-31,10,Delaware,point,NA,380.66552734374994
2020-05-24,8 day ahead cum death,2020-06-01,10,Delaware,point,NA,397.13570499420166
2020-05-24,9 day ahead cum death,2020-06-02,10,Delaware,point,NA,399.2621455192566
2020-05-24,10 day ahead cum death,2020-06-03,10,Delaware,point,NA,402.8944573402405
2020-05-24,11 day ahead cum death,2020-06-04,10,Delaware,point,NA,410.2514886856079
2020-05-24,12 day ahead cum death,2020-06-05,10,Delaware,point,NA,413.46960401535034
2020-05-24,13 day ahead cum death,2020-06-06,10,Delaware,point,NA,413.0786437988281
2020-05-24,14 day ahead cum death,2020-06-07,10,Delaware,point,NA,419.06411266326904
2020-05-24,1 day ahead cum death,2020-05-25,12,Florida,point,NA,2291.1330426335335
2020-05-24,2 day ahead cum death,2020-05-26,12,Florida,point,NA,2330.9484737217426
2020-05-24,3 day ahead cum death,2020-05-27,12,Florida,point,NA,2366.4855119287968
2020-05-24,4 day ahead cum death,2020-05-28,12,Florida,point,NA,2395.837567538023
2020-05-24,5 day ahead cum death,2020-05-29,12,Florida,point,NA,2440.5106927752495
2020-05-24,6 day ahead cum death,2020-05-30,12,Florida,point,NA,2478.226981431246
2020-05-24,7 day ahead cum death,2020-05-31,12,Florida,point,NA,2478.674747377634
2020-05-24,8 day ahead cum death,2020-06-01,12,Florida,point,NA,2532.5837346613407
2020-05-24,9 day ahead cum death,2020-06-02,12,Florida,point,NA,2564.628299176693
2020-05-24,10 day ahead cum death,2020-06-03,12,Florida,point,NA,2598.1369521319866
2020-05-24,11 day ahead cum death,2020-06-04,12,Florida,point,NA,2625.9404159784317
2020-05-24,12 day ahead cum death,2020-06-05,12,Florida,point,NA,2669.36278039217
2020-05-24,13 day ahead cum death,2020-06-06,12,Florida,point,NA,2712.717327207327
2020-05-24,14 day ahead cum death,2020-06-07,12,Florida,point,NA,2717.1421294510365
2020-05-24,1 day ahead cum death,2020-05-25,13,Georgia,point,NA,1827.3801120221615
2020-05-24,2 day ahead cum death,2020-05-26,13,Georgia,point,NA,1850.6659806966782
2020-05-24,3 day ahead cum death,2020-05-27,13,Georgia,point,NA,1853.0965044498444
2020-05-24,4 day ahead cum death,2020-05-28,13,Georgia,point,NA,1930.2860694527626
2020-05-24,5 day ahead cum death,2020-05-29,13,Georgia,point,NA,1956.303141951561
2020-05-24,6 day ahead cum death,2020-05-30,13,Georgia,point,NA,1969.1213203966618
2020-05-24,7 day ahead cum death,2020-05-31,13,Georgia,point,NA,1966.6275078058243
2020-05-24,8 day ahead cum death,2020-06-01,13,Georgia,point,NA,1973.3353034555912
2020-05-24,9 day ahead cum death,2020-06-02,13,Georgia,point,NA,1984.662183135748
2020-05-24,10 day ahead cum death,2020-06-03,13,Georgia,point,NA,1992.4120135009289
2020-05-24,11 day ahead cum death,2020-06-04,13,Georgia,point,NA,2089.667049229145
2020-05-24,12 day ahead cum death,2020-06-05,13,Georgia,point,NA,2121.7157875597477
2020-05-24,13 day ahead cum death,2020-06-06,13,Georgia,point,NA,2136.266552209854
2020-05-24,14 day ahead cum death,2020-06-07,13,Georgia,point,NA,2137.8950614631176
2020-05-24,1 day ahead cum death,2020-05-25,16,Idaho,point,NA,117.78069666028023
2020-05-24,2 day ahead cum death,2020-05-26,16,Idaho,point,NA,117.00049775838852
2020-05-24,3 day ahead cum death,2020-05-27,16,Idaho,point,NA,120.53016293048859
2020-05-24,4 day ahead cum death,2020-05-28,16,Idaho,point,NA,121.72085517644882
2020-05-24,5 day ahead cum death,2020-05-29,16,Idaho,point,NA,123.06536534428596
2020-05-24,6 day ahead cum death,2020-05-30,16,Idaho,point,NA,124.22146427631378
2020-05-24,7 day ahead cum death,2020-05-31,16,Idaho,point,NA,123.49557572603226
2020-05-24,8 day ahead cum death,2020-06-01,16,Idaho,point,NA,127.62531945109367
2020-05-24,9 day ahead cum death,2020-06-02,16,Idaho,point,NA,126.16632232069969
2020-05-24,10 day ahead cum death,2020-06-03,16,Idaho,point,NA,130.50343322753906
2020-05-24,11 day ahead cum death,2020-06-04,16,Idaho,point,NA,130.5637690424919
2020-05-24,12 day ahead cum death,2020-06-05,16,Idaho,point,NA,133.7795254588127
2020-05-24,13 day ahead cum death,2020-06-06,16,Idaho,point,NA,134.25008541345596
2020-05-24,14 day ahead cum death,2020-06-07,16,Idaho,point,NA,133.47839429974556
2020-05-24,1 day ahead cum death,2020-05-25,17,Illinois,point,NA,4984.905038297176
2020-05-24,2 day ahead cum death,2020-05-26,17,Illinois,point,NA,5145.268917381763
2020-05-24,3 day ahead cum death,2020-05-27,17,Illinois,point,NA,5283.44538795948
2020-05-24,4 day ahead cum death,2020-05-28,17,Illinois,point,NA,5370.604808360338
2020-05-24,5 day ahead cum death,2020-05-29,17,Illinois,point,NA,5477.853925198317
2020-05-24,6 day ahead cum death,2020-05-30,17,Illinois,point,NA,5540.901002049446
2020-05-24,7 day ahead cum death,2020-05-31,17,Illinois,point,NA,5608.961955368519
2020-05-24,8 day ahead cum death,2020-06-01,17,Illinois,point,NA,5681.702480375767
2020-05-24,9 day ahead cum death,2020-06-02,17,Illinois,point,NA,5848.226257413626
2020-05-24,10 day ahead cum death,2020-06-03,17,Illinois,point,NA,5978.998601436615
2020-05-24,11 day ahead cum death,2020-06-04,17,Illinois,point,NA,6069.417328208685
2020-05-24,12 day ahead cum death,2020-06-05,17,Illinois,point,NA,6167.366569489241
2020-05-24,13 day ahead cum death,2020-06-06,17,Illinois,point,NA,6223.618818074465
2020-05-24,14 day ahead cum death,2020-06-07,17,Illinois,point,NA,6289.645371198655
2020-05-24,1 day ahead cum death,2020-05-25,18,Indiana,point,NA,1813.3778718411922
2020-05-24,2 day ahead cum death,2020-05-26,18,Indiana,point,NA,1861.4485670626163
2020-05-24,3 day ahead cum death,2020-05-27,18,Indiana,point,NA,1909.8804004788399
2020-05-24,4 day ahead cum death,2020-05-28,18,Indiana,point,NA,1960.3124958276749
2020-05-24,5 day ahead cum death,2020-05-29,18,Indiana,point,NA,1981.7293775975704
2020-05-24,6 day ahead cum death,2020-05-30,18,Indiana,point,NA,1999.5657538473606
2020-05-24,7 day ahead cum death,2020-05-31,18,Indiana,point,NA,2003.6851368546486
2020-05-24,8 day ahead cum death,2020-06-01,18,Indiana,point,NA,1977.9403824210167
2020-05-24,9 day ahead cum death,2020-06-02,18,Indiana,point,NA,2024.8542163074017
2020-05-24,10 day ahead cum death,2020-06-03,18,Indiana,point,NA,2079.267968893051
2020-05-24,11 day ahead cum death,2020-06-04,18,Indiana,point,NA,2134.3815655708313
2020-05-24,12 day ahead cum death,2020-06-05,18,Indiana,point,NA,2147.132996469736
2020-05-24,13 day ahead cum death,2020-06-06,18,Indiana,point,NA,2164.395840972662
2020-05-24,14 day ahead cum death,2020-06-07,18,Indiana,point,NA,2170.1389168798923
2020-05-24,1 day ahead cum death,2020-05-25,19,Iowa,point,NA,517.0115839242935
2020-05-24,2 day ahead cum death,2020-05-26,19,Iowa,point,NA,526.8944244682789
2020-05-24,3 day ahead cum death,2020-05-27,19,Iowa,point,NA,553.788528084755
2020-05-24,4 day ahead cum death,2020-05-28,19,Iowa,point,NA,570.8888304829597
2020-05-24,5 day ahead cum death,2020-05-29,19,Iowa,point,NA,590.6013469696045
2020-05-24,6 day ahead cum death,2020-05-30,19,Iowa,point,NA,609.2677755653858
2020-05-24,7 day ahead cum death,2020-05-31,19,Iowa,point,NA,612.3712679743767
2020-05-24,8 day ahead cum death,2020-06-01,19,Iowa,point,NA,609.6836650073528
2020-05-24,9 day ahead cum death,2020-06-02,19,Iowa,point,NA,611.9038942456245
2020-05-24,10 day ahead cum death,2020-06-03,19,Iowa,point,NA,642.6426021158695
2020-05-24,11 day ahead cum death,2020-06-04,19,Iowa,point,NA,668.3530206382275
2020-05-24,12 day ahead cum death,2020-06-05,19,Iowa,point,NA,684.7478105127811
2020-05-24,13 day ahead cum death,2020-06-06,19,Iowa,point,NA,714.0920682251453
2020-05-24,14 day ahead cum death,2020-06-07,19,Iowa,point,NA,716.3585743308067
2020-05-24,1 day ahead cum death,2020-05-25,20,Kansas,point,NA,340.32611176371574
2020-05-24,2 day ahead cum death,2020-05-26,20,Kansas,point,NA,339.45878916978836
2020-05-24,3 day ahead cum death,2020-05-27,20,Kansas,point,NA,343.65152791142464
2020-05-24,4 day ahead cum death,2020-05-28,20,Kansas,point,NA,342.0907553732395
2020-05-24,5 day ahead cum death,2020-05-29,20,Kansas,point,NA,336.9343410730362
2020-05-24,6 day ahead cum death,2020-05-30,20,Kansas,point,NA,335.28771129250526
2020-05-24,7 day ahead cum death,2020-05-31,20,Kansas,point,NA,334.15351858735085
2020-05-24,8 day ahead cum death,2020-06-01,20,Kansas,point,NA,385.6041954755783
2020-05-24,9 day ahead cum death,2020-06-02,20,Kansas,point,NA,382.94639986753464
2020-05-24,10 day ahead cum death,2020-06-03,20,Kansas,point,NA,384.89836010336876
2020-05-24,11 day ahead cum death,2020-06-04,20,Kansas,point,NA,381.6292002797127
2020-05-24,12 day ahead cum death,2020-06-05,20,Kansas,point,NA,375.40847185254097
2020-05-24,13 day ahead cum death,2020-06-06,20,Kansas,point,NA,372.759975284338
2020-05-24,14 day ahead cum death,2020-06-07,20,Kansas,point,NA,370.87725511193275
2020-05-24,1 day ahead cum death,2020-05-25,21,Kentucky,point,NA,481.84450498223305
2020-05-24,2 day ahead cum death,2020-05-26,21,Kentucky,point,NA,495.5100888609886
2020-05-24,3 day ahead cum death,2020-05-27,21,Kentucky,point,NA,500.91751605272293
2020-05-24,4 day ahead cum death,2020-05-28,21,Kentucky,point,NA,513.7189813256264
2020-05-24,5 day ahead cum death,2020-05-29,21,Kentucky,point,NA,518.7778401374817
2020-05-24,6 day ahead cum death,2020-05-30,21,Kentucky,point,NA,519.0505375266075
2020-05-24,7 day ahead cum death,2020-05-31,21,Kentucky,point,NA,516.9377809166908
2020-05-24,8 day ahead cum death,2020-06-01,21,Kentucky,point,NA,537.1685964465141
2020-05-24,9 day ahead cum death,2020-06-02,21,Kentucky,point,NA,546.640548735857
2020-05-24,10 day ahead cum death,2020-06-03,21,Kentucky,point,NA,554.2841734588146
2020-05-24,11 day ahead cum death,2020-06-04,21,Kentucky,point,NA,566.1737906336784
2020-05-24,12 day ahead cum death,2020-06-05,21,Kentucky,point,NA,570.4193334579468
2020-05-24,13 day ahead cum death,2020-06-06,21,Kentucky,point,NA,569.9839044809341
2020-05-24,14 day ahead cum death,2020-06-07,21,Kentucky,point,NA,567.8711478710175
2020-05-24,1 day ahead cum death,2020-05-25,22,Louisiana,point,NA,2596.905044466257
2020-05-24,2 day ahead cum death,2020-05-26,22,Louisiana,point,NA,2600.1025750935078
2020-05-24,3 day ahead cum death,2020-05-27,22,Louisiana,point,NA,2630.7789616286755
2020-05-24,4 day ahead cum death,2020-05-28,22,Louisiana,point,NA,2655.7484598457813
2020-05-24,5 day ahead cum death,2020-05-29,22,Louisiana,point,NA,2657.9324636161327
2020-05-24,6 day ahead cum death,2020-05-30,22,Louisiana,point,NA,2653.8128420710564
2020-05-24,7 day ahead cum death,2020-05-31,22,Louisiana,point,NA,2717.546049505472
2020-05-24,8 day ahead cum death,2020-06-01,22,Louisiana,point,NA,2729.99515324831
2020-05-24,9 day ahead cum death,2020-06-02,22,Louisiana,point,NA,2726.529962927103
2020-05-24,10 day ahead cum death,2020-06-03,22,Louisiana,point,NA,2744.7086697220802
2020-05-24,11 day ahead cum death,2020-06-04,22,Louisiana,point,NA,2778.149031817913
2020-05-24,12 day ahead cum death,2020-06-05,22,Louisiana,point,NA,2774.8441228568554
2020-05-24,13 day ahead cum death,2020-06-06,22,Louisiana,point,NA,2757.4094128012657
2020-05-24,14 day ahead cum death,2020-06-07,22,Louisiana,point,NA,2833.4422289431095
2020-05-24,1 day ahead cum death,2020-05-25,23,Maine,point,NA,93.85333359241486
2020-05-24,2 day ahead cum death,2020-05-26,23,Maine,point,NA,93.74659395217896
2020-05-24,3 day ahead cum death,2020-05-27,23,Maine,point,NA,95.13026762008667
2020-05-24,4 day ahead cum death,2020-05-28,23,Maine,point,NA,94.16735392808914
2020-05-24,5 day ahead cum death,2020-05-29,23,Maine,point,NA,94.35078623890877
2020-05-24,6 day ahead cum death,2020-05-30,23,Maine,point,NA,96.79720261693001
2020-05-24,7 day ahead cum death,2020-05-31,23,Maine,point,NA,98.07667717337608
2020-05-24,8 day ahead cum death,2020-06-01,23,Maine,point,NA,107.04120519757271
2020-05-24,9 day ahead cum death,2020-06-02,23,Maine,point,NA,107.8473508656025
2020-05-24,10 day ahead cum death,2020-06-03,23,Maine,point,NA,108.7646841108799
2020-05-24,11 day ahead cum death,2020-06-04,23,Maine,point,NA,107.34040185809135
2020-05-24,12 day ahead cum death,2020-06-05,23,Maine,point,NA,108.55965888500214
2020-05-24,13 day ahead cum death,2020-06-06,23,Maine,point,NA,112.674361795187
2020-05-24,14 day ahead cum death,2020-06-07,23,Maine,point,NA,114.00413510203362
2020-05-24,1 day ahead cum death,2020-05-25,24,Maryland,point,NA,2249.938690304756
2020-05-24,2 day ahead cum death,2020-05-26,24,Maryland,point,NA,2311.3755123615265
2020-05-24,3 day ahead cum death,2020-05-27,24,Maryland,point,NA,2350.481488108635
