forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-06-07,1 day ahead cum death,2020-06-08,US,US,point,NA,111949.37396493554
2020-06-07,2 day ahead cum death,2020-06-09,US,US,point,NA,112676.78504404426
2020-06-07,3 day ahead cum death,2020-06-10,US,US,point,NA,113626.44790127873
2020-06-07,4 day ahead cum death,2020-06-11,US,US,point,NA,114502.85928559303
2020-06-07,5 day ahead cum death,2020-06-12,US,US,point,NA,115466.3812161088
2020-06-07,6 day ahead cum death,2020-06-13,US,US,point,NA,116132.66906416416
2020-06-07,7 day ahead cum death,2020-06-14,US,US,point,NA,116556.8497672677
2020-06-07,8 day ahead cum death,2020-06-15,US,US,point,NA,117687.72192057967
2020-06-07,9 day ahead cum death,2020-06-16,US,US,point,NA,118408.47418886423
2020-06-07,10 day ahead cum death,2020-06-17,US,US,point,NA,119255.5104740262
2020-06-07,11 day ahead cum death,2020-06-18,US,US,point,NA,120049.89713671803
2020-06-07,12 day ahead cum death,2020-06-19,US,US,point,NA,121037.61410862207
2020-06-07,13 day ahead cum death,2020-06-20,US,US,point,NA,121606.10819938779
2020-06-07,14 day ahead cum death,2020-06-21,US,US,point,NA,121969.09137779474
2020-06-07,1 day ahead cum death,2020-06-08,01,Alabama,point,NA,740.8143655955791
2020-06-07,2 day ahead cum death,2020-06-09,01,Alabama,point,NA,751.7790108025074
2020-06-07,3 day ahead cum death,2020-06-10,01,Alabama,point,NA,744.2277099788189
2020-06-07,4 day ahead cum death,2020-06-11,01,Alabama,point,NA,747.6125673055649
2020-06-07,5 day ahead cum death,2020-06-12,01,Alabama,point,NA,770.6334382593632
2020-06-07,6 day ahead cum death,2020-06-13,01,Alabama,point,NA,785.1972324252129
2020-06-07,7 day ahead cum death,2020-06-14,01,Alabama,point,NA,793.494267553091
2020-06-07,8 day ahead cum death,2020-06-15,01,Alabama,point,NA,834.680129379034
2020-06-07,9 day ahead cum death,2020-06-16,01,Alabama,point,NA,839.2645983397961
2020-06-07,10 day ahead cum death,2020-06-17,01,Alabama,point,NA,821.4067332744598
2020-06-07,11 day ahead cum death,2020-06-18,01,Alabama,point,NA,819.9539488255978
2020-06-07,12 day ahead cum death,2020-06-19,01,Alabama,point,NA,842.431262075901
2020-06-07,13 day ahead cum death,2020-06-20,01,Alabama,point,NA,863.0242488086224
2020-06-07,14 day ahead cum death,2020-06-21,01,Alabama,point,NA,870.5546280145645
2020-06-07,1 day ahead cum death,2020-06-08,02,Alaska,point,NA,33.53697082400322
2020-06-07,2 day ahead cum death,2020-06-09,02,Alaska,point,NA,33.55387356877327
2020-06-07,3 day ahead cum death,2020-06-10,02,Alaska,point,NA,33.57460460066795
2020-06-07,4 day ahead cum death,2020-06-11,02,Alaska,point,NA,33.61606666445732
2020-06-07,5 day ahead cum death,2020-06-12,02,Alaska,point,NA,33.651408433914185
2020-06-07,6 day ahead cum death,2020-06-13,02,Alaska,point,NA,33.60994637012482
2020-06-07,7 day ahead cum death,2020-06-14,02,Alaska,point,NA,34.21758958697319
2020-06-07,8 day ahead cum death,2020-06-15,02,Alaska,point,NA,35.75456041097641
2020-06-07,9 day ahead cum death,2020-06-16,02,Alaska,point,NA,36.231906831264496
2020-06-07,10 day ahead cum death,2020-06-17,02,Alaska,point,NA,36.58705899119377
2020-06-07,11 day ahead cum death,2020-06-18,02,Alaska,point,NA,36.31755921244621
2020-06-07,12 day ahead cum death,2020-06-19,02,Alaska,point,NA,36.65580862760544
2020-06-07,13 day ahead cum death,2020-06-20,02,Alaska,point,NA,37.06366974115372
2020-06-07,14 day ahead cum death,2020-06-21,02,Alaska,point,NA,36.90064299106598
2020-06-07,1 day ahead cum death,2020-06-08,04,Arizona,point,NA,1026.447711110115
2020-06-07,2 day ahead cum death,2020-06-09,04,Arizona,point,NA,1044.4525851905346
2020-06-07,3 day ahead cum death,2020-06-10,04,Arizona,point,NA,1079.3000048100948
2020-06-07,4 day ahead cum death,2020-06-11,04,Arizona,point,NA,1097.5250921845438
2020-06-07,5 day ahead cum death,2020-06-12,04,Arizona,point,NA,1121.2311239540577
2020-06-07,6 day ahead cum death,2020-06-13,04,Arizona,point,NA,1146.3518923819065
2020-06-07,7 day ahead cum death,2020-06-14,04,Arizona,point,NA,1160.8986829221249
2020-06-07,8 day ahead cum death,2020-06-15,04,Arizona,point,NA,1138.9270815253258
2020-06-07,9 day ahead cum death,2020-06-16,04,Arizona,point,NA,1162.20320469141
2020-06-07,10 day ahead cum death,2020-06-17,04,Arizona,point,NA,1210.982842952013
2020-06-07,11 day ahead cum death,2020-06-18,04,Arizona,point,NA,1219.5863441228867
2020-06-07,12 day ahead cum death,2020-06-19,04,Arizona,point,NA,1321.387738019228
2020-06-07,13 day ahead cum death,2020-06-20,04,Arizona,point,NA,1354.7304503023624
2020-06-07,14 day ahead cum death,2020-06-21,04,Arizona,point,NA,1379.9340808987617
2020-06-07,1 day ahead cum death,2020-06-08,05,Arkansas,point,NA,204.0056716799736
2020-06-07,2 day ahead cum death,2020-06-09,05,Arkansas,point,NA,206.03350898623466
2020-06-07,3 day ahead cum death,2020-06-10,05,Arkansas,point,NA,208.59416508674622
2020-06-07,4 day ahead cum death,2020-06-11,05,Arkansas,point,NA,219.42447197437286
2020-06-07,5 day ahead cum death,2020-06-12,05,Arkansas,point,NA,222.83143654465675
2020-06-07,6 day ahead cum death,2020-06-13,05,Arkansas,point,NA,225.29068240523338
2020-06-07,7 day ahead cum death,2020-06-14,05,Arkansas,point,NA,225.36846137046814
2020-06-07,8 day ahead cum death,2020-06-15,05,Arkansas,point,NA,235.34312543272972
2020-06-07,9 day ahead cum death,2020-06-16,05,Arkansas,point,NA,237.97613760828972
