forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-07-19,1 day ahead cum death,2020-07-20,US,US,point,NA,140099.24113881588
2020-07-19,2 day ahead cum death,2020-07-21,US,US,point,NA,141146.76236367226
2020-07-19,3 day ahead cum death,2020-07-22,US,US,point,NA,142246.6490766406
2020-07-19,4 day ahead cum death,2020-07-23,US,US,point,NA,143243.61839354038
2020-07-19,5 day ahead cum death,2020-07-24,US,US,point,NA,144251.8917480409
2020-07-19,6 day ahead cum death,2020-07-25,US,US,point,NA,145283.89308688045
2020-07-19,7 day ahead cum death,2020-07-26,US,US,point,NA,145827.366538018
2020-07-19,8 day ahead cum death,2020-07-27,US,US,point,NA,146394.47431492805
2020-07-19,9 day ahead cum death,2020-07-28,US,US,point,NA,147507.76727065444
2020-07-19,10 day ahead cum death,2020-07-29,US,US,point,NA,148713.65043741465
2020-07-19,11 day ahead cum death,2020-07-30,US,US,point,NA,149753.33338993788
2020-07-19,12 day ahead cum death,2020-07-31,US,US,point,NA,150874.63079950213
2020-07-19,13 day ahead cum death,2020-08-01,US,US,point,NA,151998.62635087967
2020-07-19,14 day ahead cum death,2020-08-02,US,US,point,NA,152629.14340522885
2020-07-19,1 day ahead cum death,2020-07-20,01,Alabama,point,NA,1198.3526804745197
2020-07-19,2 day ahead cum death,2020-07-21,01,Alabama,point,NA,1240.1701394617558
2020-07-19,3 day ahead cum death,2020-07-22,01,Alabama,point,NA,1287.394000530243
2020-07-19,4 day ahead cum death,2020-07-23,01,Alabama,point,NA,1306.3763088285923
2020-07-19,5 day ahead cum death,2020-07-24,01,Alabama,point,NA,1345.503914654255
2020-07-19,6 day ahead cum death,2020-07-25,01,Alabama,point,NA,1365.8222620487213
2020-07-19,7 day ahead cum death,2020-07-26,01,Alabama,point,NA,1371.0823287963867
2020-07-19,8 day ahead cum death,2020-07-27,01,Alabama,point,NA,1317.8457158207893
2020-07-19,9 day ahead cum death,2020-07-28,01,Alabama,point,NA,1369.0567050874233
2020-07-19,10 day ahead cum death,2020-07-29,01,Alabama,point,NA,1425.753142863512
2020-07-19,11 day ahead cum death,2020-07-30,01,Alabama,point,NA,1441.8485447764397
2020-07-19,12 day ahead cum death,2020-07-31,01,Alabama,point,NA,1490.7728197872639
2020-07-19,13 day ahead cum death,2020-08-01,01,Alabama,point,NA,1520.2846530377865
2020-07-19,14 day ahead cum death,2020-08-02,01,Alabama,point,NA,1527.0441711246967
2020-07-19,1 day ahead cum death,2020-07-20,02,Alaska,point,NA,44.3206382393837
2020-07-19,2 day ahead cum death,2020-07-21,02,Alaska,point,NA,44.87594789266586
2020-07-19,3 day ahead cum death,2020-07-22,02,Alaska,point,NA,44.911517322063446
2020-07-19,4 day ahead cum death,2020-07-23,02,Alaska,point,NA,44.82249519228935
2020-07-19,5 day ahead cum death,2020-07-24,02,Alaska,point,NA,45.02856373786926
2020-07-19,6 day ahead cum death,2020-07-25,02,Alaska,point,NA,45.85779398679733
2020-07-19,7 day ahead cum death,2020-07-26,02,Alaska,point,NA,46.048265129327774
2020-07-19,8 day ahead cum death,2020-07-27,02,Alaska,point,NA,51.36777010560036
2020-07-19,9 day ahead cum death,2020-07-28,02,Alaska,point,NA,51.8715084195137
2020-07-19,10 day ahead cum death,2020-07-29,02,Alaska,point,NA,52.123775631189346
2020-07-19,11 day ahead cum death,2020-07-30,02,Alaska,point,NA,52.05067339539528
2020-07-19,12 day ahead cum death,2020-07-31,02,Alaska,point,NA,52.38744792342186
2020-07-19,13 day ahead cum death,2020-08-01,02,Alaska,point,NA,52.91534426808357
2020-07-19,14 day ahead cum death,2020-08-02,02,Alaska,point,NA,53.52318158745766
2020-07-19,1 day ahead cum death,2020-07-20,04,Arizona,point,NA,2675.356606334448
2020-07-19,2 day ahead cum death,2020-07-21,04,Arizona,point,NA,2763.6880659163
2020-07-19,3 day ahead cum death,2020-07-22,04,Arizona,point,NA,2859.5036601126194
2020-07-19,4 day ahead cum death,2020-07-23,04,Arizona,point,NA,2919.7411934435368
2020-07-19,5 day ahead cum death,2020-07-24,04,Arizona,point,NA,3011.0768319666386
2020-07-19,6 day ahead cum death,2020-07-25,04,Arizona,point,NA,3169.496987015009
2020-07-19,7 day ahead cum death,2020-07-26,04,Arizona,point,NA,3206.775398105383
2020-07-19,8 day ahead cum death,2020-07-27,04,Arizona,point,NA,3115.723201274872
2020-07-19,9 day ahead cum death,2020-07-28,04,Arizona,point,NA,3200.320097208023
2020-07-19,10 day ahead cum death,2020-07-29,04,Arizona,point,NA,3294.049760878086
2020-07-19,11 day ahead cum death,2020-07-30,04,Arizona,point,NA,3362.3973687291145
2020-07-19,12 day ahead cum death,2020-07-31,04,Arizona,point,NA,3447.3191808462143
2020-07-19,13 day ahead cum death,2020-08-01,04,Arizona,point,NA,3622.9033367931843
2020-07-19,14 day ahead cum death,2020-08-02,04,Arizona,point,NA,3653.129103630781
2020-07-19,1 day ahead cum death,2020-07-20,05,Arkansas,point,NA,396.71665447950363
2020-07-19,2 day ahead cum death,2020-07-21,05,Arkansas,point,NA,405.4165004491806
2020-07-19,3 day ahead cum death,2020-07-22,05,Arkansas,point,NA,407.66439232230186
2020-07-19,4 day ahead cum death,2020-07-23,05,Arkansas,point,NA,416.9521850347519
2020-07-19,5 day ahead cum death,2020-07-24,05,Arkansas,point,NA,425.9984512627125
2020-07-19,6 day ahead cum death,2020-07-25,05,Arkansas,point,NA,431.70236322283745
2020-07-19,7 day ahead cum death,2020-07-26,05,Arkansas,point,NA,429.37014654278755
2020-07-19,8 day ahead cum death,2020-07-27,05,Arkansas,point,NA,446.5423761308193
2020-07-19,9 day ahead cum death,2020-07-28,05,Arkansas,point,NA,457.81218722462654
2020-07-19,10 day ahead cum death,2020-07-29,05,Arkansas,point,NA,460.9127916097641
2020-07-19,11 day ahead cum death,2020-07-30,05,Arkansas,point,NA,469.36638993024826
2020-07-19,12 day ahead cum death,2020-07-31,05,Arkansas,point,NA,480.92295348644257
2020-07-19,13 day ahead cum death,2020-08-01,05,Arkansas,point,NA,488.23463198542595
2020-07-19,14 day ahead cum death,2020-08-02,05,Arkansas,point,NA,485.2306310236454
2020-07-19,1 day ahead cum death,2020-07-20,06,California,point,NA,7817.672488182783
2020-07-19,2 day ahead cum death,2020-07-21,06,California,point,NA,7998.478933513165
2020-07-19,3 day ahead cum death,2020-07-22,06,California,point,NA,8143.307715237142
2020-07-19,4 day ahead cum death,2020-07-23,06,California,point,NA,8286.937074810266
2020-07-19,5 day ahead cum death,2020-07-24,06,California,point,NA,8426.434134036303
2020-07-19,6 day ahead cum death,2020-07-25,06,California,point,NA,8541.914032578468
2020-07-19,7 day ahead cum death,2020-07-26,06,California,point,NA,8559.657487869263
2020-07-19,8 day ahead cum death,2020-07-27,06,California,point,NA,8649.424875766037
2020-07-19,9 day ahead cum death,2020-07-28,06,California,point,NA,8855.44288060069
2020-07-19,10 day ahead cum death,2020-07-29,06,California,point,NA,9004.735375016928
2020-07-19,11 day ahead cum death,2020-07-30,06,California,point,NA,9122.593207806349
2020-07-19,12 day ahead cum death,2020-07-31,06,California,point,NA,9281.564882695675
2020-07-19,13 day ahead cum death,2020-08-01,06,California,point,NA,9413.747881561518
2020-07-19,14 day ahead cum death,2020-08-02,06,California,point,NA,9423.516917020082
2020-07-19,1 day ahead cum death,2020-07-20,08,Colorado,point,NA,1790.2367013692856
2020-07-19,2 day ahead cum death,2020-07-21,08,Colorado,point,NA,1800.055314540863
2020-07-19,3 day ahead cum death,2020-07-22,08,Colorado,point,NA,1807.1095470488071
2020-07-19,4 day ahead cum death,2020-07-23,08,Colorado,point,NA,1808.2704368531704
2020-07-19,5 day ahead cum death,2020-07-24,08,Colorado,point,NA,1819.5968347489834
2020-07-19,6 day ahead cum death,2020-07-25,08,Colorado,point,NA,1821.308599114418
2020-07-19,7 day ahead cum death,2020-07-26,08,Colorado,point,NA,1821.2291993796825
2020-07-19,8 day ahead cum death,2020-07-27,08,Colorado,point,NA,1834.8690443634987
2020-07-19,9 day ahead cum death,2020-07-28,08,Colorado,point,NA,1846.9241136610508
2020-07-19,10 day ahead cum death,2020-07-29,08,Colorado,point,NA,1852.6829571723938
2020-07-19,11 day ahead cum death,2020-07-30,08,Colorado,point,NA,1855.4972485601902
2020-07-19,12 day ahead cum death,2020-07-31,08,Colorado,point,NA,1863.5922960340977
2020-07-19,13 day ahead cum death,2020-08-01,08,Colorado,point,NA,1866.253549516201
2020-07-19,14 day ahead cum death,2020-08-02,08,Colorado,point,NA,1866.1961937844753
2020-07-19,1 day ahead cum death,2020-07-20,09,Connecticut,point,NA,4388.500795006752
2020-07-19,2 day ahead cum death,2020-07-21,09,Connecticut,point,NA,4390.5541978776455
2020-07-19,3 day ahead cum death,2020-07-22,09,Connecticut,point,NA,4396.994662255049
2020-07-19,4 day ahead cum death,2020-07-23,09,Connecticut,point,NA,4407.391267031431
2020-07-19,5 day ahead cum death,2020-07-24,09,Connecticut,point,NA,4412.541402280331
2020-07-19,6 day ahead cum death,2020-07-25,09,Connecticut,point,NA,4410.384274631739
2020-07-19,7 day ahead cum death,2020-07-26,09,Connecticut,point,NA,4409.408980101347
