forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-05-31,1 day ahead cum death,2020-06-01,US,US,point,NA,105956.33596476912
2020-05-31,2 day ahead cum death,2020-06-02,US,US,point,NA,106455.67324140668
2020-05-31,3 day ahead cum death,2020-06-03,US,US,point,NA,107976.34867170453
2020-05-31,4 day ahead cum death,2020-06-04,US,US,point,NA,108885.81693819165
2020-05-31,5 day ahead cum death,2020-06-05,US,US,point,NA,109923.3333555758
2020-05-31,6 day ahead cum death,2020-06-06,US,US,point,NA,110793.49005487561
2020-05-31,7 day ahead cum death,2020-06-07,US,US,point,NA,111412.06624394655
2020-05-31,8 day ahead cum death,2020-06-08,US,US,point,NA,112231.63345080614
2020-05-31,9 day ahead cum death,2020-06-09,US,US,point,NA,112534.3723808825
2020-05-31,10 day ahead cum death,2020-06-10,US,US,point,NA,113936.73078241944
2020-05-31,11 day ahead cum death,2020-06-11,US,US,point,NA,114777.12704187632
2020-05-31,12 day ahead cum death,2020-06-12,US,US,point,NA,115747.6043677628
2020-05-31,13 day ahead cum death,2020-06-13,US,US,point,NA,116619.8545050621
2020-05-31,14 day ahead cum death,2020-06-14,US,US,point,NA,117246.38026753068
2020-05-31,1 day ahead cum death,2020-06-01,01,Alabama,point,NA,655.9563156962395
2020-05-31,2 day ahead cum death,2020-06-02,01,Alabama,point,NA,667.6028808355331
2020-05-31,3 day ahead cum death,2020-06-03,01,Alabama,point,NA,678.6750225126743
2020-05-31,4 day ahead cum death,2020-06-04,01,Alabama,point,NA,681.3699816465378
2020-05-31,5 day ahead cum death,2020-06-05,01,Alabama,point,NA,700.1617316901684
2020-05-31,6 day ahead cum death,2020-06-06,01,Alabama,point,NA,711.6267342269421
2020-05-31,7 day ahead cum death,2020-06-07,01,Alabama,point,NA,726.1587960720062
2020-05-31,8 day ahead cum death,2020-06-08,01,Alabama,point,NA,747.4633441567421
2020-05-31,9 day ahead cum death,2020-06-09,01,Alabama,point,NA,758.8438429236412
2020-05-31,10 day ahead cum death,2020-06-10,01,Alabama,point,NA,764.011582493782
2020-05-31,11 day ahead cum death,2020-06-11,01,Alabama,point,NA,768.0925615131855
2020-05-31,12 day ahead cum death,2020-06-12,01,Alabama,point,NA,791.2130520641804
2020-05-31,13 day ahead cum death,2020-06-13,01,Alabama,point,NA,804.2594872117043
2020-05-31,14 day ahead cum death,2020-06-14,01,Alabama,point,NA,823.8373244702816
2020-05-31,1 day ahead cum death,2020-06-01,02,Alaska,point,NA,32.83510431647301
2020-05-31,2 day ahead cum death,2020-06-02,02,Alaska,point,NA,32.93397632241249
2020-05-31,3 day ahead cum death,2020-06-03,02,Alaska,point,NA,32.85042783617973
2020-05-31,4 day ahead cum death,2020-06-04,02,Alaska,point,NA,32.85042783617973
2020-05-31,5 day ahead cum death,2020-06-05,02,Alaska,point,NA,32.754165679216385
2020-05-31,6 day ahead cum death,2020-06-06,02,Alaska,point,NA,32.76879182457924
2020-05-31,7 day ahead cum death,2020-06-07,02,Alaska,point,NA,32.76879182457924
2020-05-31,8 day ahead cum death,2020-06-08,02,Alaska,point,NA,33.61852231621742
2020-05-31,9 day ahead cum death,2020-06-09,02,Alaska,point,NA,33.64517843723297
2020-05-31,10 day ahead cum death,2020-06-10,02,Alaska,point,NA,33.57625609636307
2020-05-31,11 day ahead cum death,2020-06-11,02,Alaska,point,NA,33.67512807250023
2020-05-31,12 day ahead cum death,2020-06-12,02,Alaska,point,NA,33.63535135984421
2020-05-31,13 day ahead cum death,2020-06-13,02,Alaska,point,NA,33.70236125588417
2020-05-31,14 day ahead cum death,2020-06-14,02,Alaska,point,NA,34.26151394844055
2020-05-31,1 day ahead cum death,2020-06-01,04,Arizona,point,NA,940.8984479010105
2020-05-31,2 day ahead cum death,2020-06-02,04,Arizona,point,NA,934.5729329288006
2020-05-31,3 day ahead cum death,2020-06-03,04,Arizona,point,NA,956.5962793529034
2020-05-31,4 day ahead cum death,2020-06-04,04,Arizona,point,NA,976.4161347448826
2020-05-31,5 day ahead cum death,2020-06-05,04,Arizona,point,NA,984.3420912325382
2020-05-31,6 day ahead cum death,2020-06-06,04,Arizona,point,NA,1008.967926055193
2020-05-31,7 day ahead cum death,2020-06-07,04,Arizona,point,NA,1010.5515682995319
2020-05-31,8 day ahead cum death,2020-06-08,04,Arizona,point,NA,1046.5765870213509
2020-05-31,9 day ahead cum death,2020-06-09,04,Arizona,point,NA,1034.5445848405361
2020-05-31,10 day ahead cum death,2020-06-10,04,Arizona,point,NA,1048.7062434256077
2020-05-31,11 day ahead cum death,2020-06-11,04,Arizona,point,NA,1072.7779187858105
2020-05-31,12 day ahead cum death,2020-06-12,04,Arizona,point,NA,1082.748075991869
2020-05-31,13 day ahead cum death,2020-06-13,04,Arizona,point,NA,1106.444562613964
2020-05-31,14 day ahead cum death,2020-06-14,04,Arizona,point,NA,1112.8234733343124
2020-05-31,1 day ahead cum death,2020-06-01,05,Arkansas,point,NA,185.36304506659508
2020-05-31,2 day ahead cum death,2020-06-02,05,Arkansas,point,NA,187.680873721838
2020-05-31,3 day ahead cum death,2020-06-03,05,Arkansas,point,NA,189.38409194350243
2020-05-31,4 day ahead cum death,2020-06-04,05,Arkansas,point,NA,197.95840126276016
2020-05-31,5 day ahead cum death,2020-06-05,05,Arkansas,point,NA,204.22485649585724
2020-05-31,6 day ahead cum death,2020-06-06,05,Arkansas,point,NA,206.7291880249977
2020-05-31,7 day ahead cum death,2020-06-07,05,Arkansas,point,NA,203.3130279481411
2020-05-31,8 day ahead cum death,2020-06-08,05,Arkansas,point,NA,212.7983676493168
2020-05-31,9 day ahead cum death,2020-06-09,05,Arkansas,point,NA,215.54844099283218
2020-05-31,10 day ahead cum death,2020-06-10,05,Arkansas,point,NA,216.18544632196426
2020-05-31,11 day ahead cum death,2020-06-11,05,Arkansas,point,NA,226.7094442844391
2020-05-31,12 day ahead cum death,2020-06-12,05,Arkansas,point,NA,235.99717423319817
2020-05-31,13 day ahead cum death,2020-06-13,05,Arkansas,point,NA,239.84867405891418
2020-05-31,14 day ahead cum death,2020-06-14,05,Arkansas,point,NA,235.09169545769691
2020-05-31,1 day ahead cum death,2020-06-01,06,California,point,NA,4233.0385409891605
2020-05-31,2 day ahead cum death,2020-06-02,06,California,point,NA,4276.7258096039295
2020-05-31,3 day ahead cum death,2020-06-03,06,California,point,NA,4385.077171474695
2020-05-31,4 day ahead cum death,2020-06-04,06,California,point,NA,4485.294575273991
2020-05-31,5 day ahead cum death,2020-06-05,06,California,point,NA,4573.849103987217
2020-05-31,6 day ahead cum death,2020-06-06,06,California,point,NA,4638.090112626553
2020-05-31,7 day ahead cum death,2020-06-07,06,California,point,NA,4661.764278948307
2020-05-31,8 day ahead cum death,2020-06-08,06,California,point,NA,4675.975082963705
2020-05-31,9 day ahead cum death,2020-06-09,06,California,point,NA,4724.626328319311
2020-05-31,10 day ahead cum death,2020-06-10,06,California,point,NA,4823.18127399683
2020-05-31,11 day ahead cum death,2020-06-11,06,California,point,NA,4944.366031110287
2020-05-31,12 day ahead cum death,2020-06-12,06,California,point,NA,5027.986999720335
2020-05-31,13 day ahead cum death,2020-06-13,06,California,point,NA,5112.157794803381
2020-05-31,14 day ahead cum death,2020-06-14,06,California,point,NA,5176.620005339384
2020-05-31,1 day ahead cum death,2020-06-01,08,Colorado,point,NA,1499.6888099610806
2020-05-31,2 day ahead cum death,2020-06-02,08,Colorado,point,NA,1519.7575594186783
2020-05-31,3 day ahead cum death,2020-06-03,08,Colorado,point,NA,1559.1147377192974
2020-05-31,4 day ahead cum death,2020-06-04,08,Colorado,point,NA,1581.1647016704082
2020-05-31,5 day ahead cum death,2020-06-05,08,Colorado,point,NA,1584.564056456089
2020-05-31,6 day ahead cum death,2020-06-06,08,Colorado,point,NA,1591.259993582964
2020-05-31,7 day ahead cum death,2020-06-07,08,Colorado,point,NA,1590.9550130963326
2020-05-31,8 day ahead cum death,2020-06-08,08,Colorado,point,NA,1610.2930426001549
2020-05-31,9 day ahead cum death,2020-06-09,08,Colorado,point,NA,1629.323999196291
2020-05-31,10 day ahead cum death,2020-06-10,08,Colorado,point,NA,1664.7020143568514
2020-05-31,11 day ahead cum death,2020-06-11,08,Colorado,point,NA,1688.5711101591587
2020-05-31,12 day ahead cum death,2020-06-12,08,Colorado,point,NA,1688.4163047075272
2020-05-31,13 day ahead cum death,2020-06-13,08,Colorado,point,NA,1693.112920165062
2020-05-31,14 day ahead cum death,2020-06-14,08,Colorado,point,NA,1690.7120836377144
2020-05-31,1 day ahead cum death,2020-06-01,09,Connecticut,point,NA,4018.1617794036865
2020-05-31,2 day ahead cum death,2020-06-02,09,Connecticut,point,NA,4035.3587341308594
2020-05-31,3 day ahead cum death,2020-06-03,09,Connecticut,point,NA,4059.2664456367493
2020-05-31,4 day ahead cum death,2020-06-04,09,Connecticut,point,NA,4063.167640209198
2020-05-31,5 day ahead cum death,2020-06-05,09,Connecticut,point,NA,4104.862962961197
2020-05-31,6 day ahead cum death,2020-06-06,09,Connecticut,point,NA,4136.134236335754
2020-05-31,7 day ahead cum death,2020-06-07,09,Connecticut,point,NA,4157.097237110138
2020-05-31,8 day ahead cum death,2020-06-08,09,Connecticut,point,NA,4220.504774093628
2020-05-31,9 day ahead cum death,2020-06-09,09,Connecticut,point,NA,4243.029542922974
2020-05-31,10 day ahead cum death,2020-06-10,09,Connecticut,point,NA,4239.29809641838
2020-05-31,11 day ahead cum death,2020-06-11,09,Connecticut,point,NA,4234.920649528503
2020-05-31,12 day ahead cum death,2020-06-12,09,Connecticut,point,NA,4257.7968455553055
2020-05-31,13 day ahead cum death,2020-06-13,09,Connecticut,point,NA,4291.262785077095
2020-05-31,14 day ahead cum death,2020-06-14,09,Connecticut,point,NA,4315.373917937279
2020-05-31,1 day ahead cum death,2020-06-01,10,Delaware,point,NA,382.72288751602173
2020-05-31,2 day ahead cum death,2020-06-02,10,Delaware,point,NA,384.53110933303833
2020-05-31,3 day ahead cum death,2020-06-03,10,Delaware,point,NA,391.5645146369934
2020-05-31,4 day ahead cum death,2020-06-04,10,Delaware,point,NA,388.87254667282104
2020-05-31,5 day ahead cum death,2020-06-05,10,Delaware,point,NA,398.4384241104126
2020-05-31,6 day ahead cum death,2020-06-06,10,Delaware,point,NA,398.7507290840149
2020-05-31,7 day ahead cum death,2020-06-07,10,Delaware,point,NA,405.8027992248535
2020-05-31,8 day ahead cum death,2020-06-08,10,Delaware,point,NA,422.82191944122314
2020-05-31,9 day ahead cum death,2020-06-09,10,Delaware,point,NA,418.990891456604
2020-05-31,10 day ahead cum death,2020-06-10,10,Delaware,point,NA,425.5855927467346
2020-05-31,11 day ahead cum death,2020-06-11,10,Delaware,point,NA,417.2452812194824
2020-05-31,12 day ahead cum death,2020-06-12,10,Delaware,point,NA,430.8120660781861
2020-05-31,13 day ahead cum death,2020-06-13,10,Delaware,point,NA,432.4234251976013
2020-05-31,14 day ahead cum death,2020-06-14,10,Delaware,point,NA,439.39267683029175
2020-05-31,1 day ahead cum death,2020-06-01,12,Florida,point,NA,2499.2781821787357
2020-05-31,2 day ahead cum death,2020-06-02,12,Florida,point,NA,2501.311082392931
2020-05-31,3 day ahead cum death,2020-06-03,12,Florida,point,NA,2566.8697715997696
2020-05-31,4 day ahead cum death,2020-06-04,12,Florida,point,NA,2604.496207654476
2020-05-31,5 day ahead cum death,2020-06-05,12,Florida,point,NA,2654.0171847343445
2020-05-31,6 day ahead cum death,2020-06-06,12,Florida,point,NA,2686.276555389166
2020-05-31,7 day ahead cum death,2020-06-07,12,Florida,point,NA,2690.4463560283184
2020-05-31,8 day ahead cum death,2020-06-08,12,Florida,point,NA,2733.3939809799194
2020-05-31,9 day ahead cum death,2020-06-09,12,Florida,point,NA,2724.291314780712
2020-05-31,10 day ahead cum death,2020-06-10,12,Florida,point,NA,2791.4579717814922
2020-05-31,11 day ahead cum death,2020-06-11,12,Florida,point,NA,2820.18534553051
2020-05-31,12 day ahead cum death,2020-06-12,12,Florida,point,NA,2872.2339755892754
2020-05-31,13 day ahead cum death,2020-06-13,12,Florida,point,NA,2908.189386934042
2020-05-31,14 day ahead cum death,2020-06-14,12,Florida,point,NA,2911.7946811318398
2020-05-31,1 day ahead cum death,2020-06-01,13,Georgia,point,NA,1999.5067637860775
2020-05-31,2 day ahead cum death,2020-06-02,13,Georgia,point,NA,2036.7935656905174
2020-05-31,3 day ahead cum death,2020-06-03,13,Georgia,point,NA,2078.4984606802464
2020-05-31,4 day ahead cum death,2020-06-04,13,Georgia,point,NA,2131.633758634329
2020-05-31,5 day ahead cum death,2020-06-05,13,Georgia,point,NA,2148.2893046736717
2020-05-31,6 day ahead cum death,2020-06-06,13,Georgia,point,NA,2165.675532102585
2020-05-31,7 day ahead cum death,2020-06-07,13,Georgia,point,NA,2215.467922627926
2020-05-31,8 day ahead cum death,2020-06-08,13,Georgia,point,NA,2173.8896944522858
2020-05-31,9 day ahead cum death,2020-06-09,13,Georgia,point,NA,2218.311699718237
2020-05-31,10 day ahead cum death,2020-06-10,13,Georgia,point,NA,2262.9039000868797
2020-05-31,11 day ahead cum death,2020-06-11,13,Georgia,point,NA,2307.7018634974957
2020-05-31,12 day ahead cum death,2020-06-12,13,Georgia,point,NA,2317.7205218076706
2020-05-31,13 day ahead cum death,2020-06-13,13,Georgia,point,NA,2335.213765412569
2020-05-31,14 day ahead cum death,2020-06-14,13,Georgia,point,NA,2397.6305818259716
2020-05-31,1 day ahead cum death,2020-06-01,16,Idaho,point,NA,121.23800039291382
2020-05-31,2 day ahead cum death,2020-06-02,16,Idaho,point,NA,120.63589990139008
2020-05-31,3 day ahead cum death,2020-06-03,16,Idaho,point,NA,123.44181516766548
2020-05-31,4 day ahead cum death,2020-06-04,16,Idaho,point,NA,124.05570667982101
2020-05-31,5 day ahead cum death,2020-06-05,16,Idaho,point,NA,125.47039896249771
2020-05-31,6 day ahead cum death,2020-06-06,16,Idaho,point,NA,124.4695171713829
2020-05-31,7 day ahead cum death,2020-06-07,16,Idaho,point,NA,124.78975433111191
2020-05-31,8 day ahead cum death,2020-06-08,16,Idaho,point,NA,128.40503519773483
2020-05-31,9 day ahead cum death,2020-06-09,16,Idaho,point,NA,127.44928389787674
2020-05-31,10 day ahead cum death,2020-06-10,16,Idaho,point,NA,131.44620791077614
2020-05-31,11 day ahead cum death,2020-06-11,16,Idaho,point,NA,132.3035236299038
2020-05-31,12 day ahead cum death,2020-06-12,16,Idaho,point,NA,132.39998969435692
2020-05-31,13 day ahead cum death,2020-06-13,16,Idaho,point,NA,132.15936198830605
2020-05-31,14 day ahead cum death,2020-06-14,16,Idaho,point,NA,132.39001709222794
2020-05-31,1 day ahead cum death,2020-06-01,17,Illinois,point,NA,5571.355743527412
2020-05-31,2 day ahead cum death,2020-06-02,17,Illinois,point,NA,5528.12670725584
2020-05-31,3 day ahead cum death,2020-06-03,17,Illinois,point,NA,5739.107765972614
2020-05-31,4 day ahead cum death,2020-06-04,17,Illinois,point,NA,5783.310342937708
2020-05-31,5 day ahead cum death,2020-06-05,17,Illinois,point,NA,5864.930273383856
2020-05-31,6 day ahead cum death,2020-06-06,17,Illinois,point,NA,5917.8183632195
2020-05-31,7 day ahead cum death,2020-06-07,17,Illinois,point,NA,6033.335802406073
2020-05-31,8 day ahead cum death,2020-06-08,17,Illinois,point,NA,6112.8088568151
2020-05-31,9 day ahead cum death,2020-06-09,17,Illinois,point,NA,6056.462932527065
2020-05-31,10 day ahead cum death,2020-06-10,17,Illinois,point,NA,6256.69472503662
2020-05-31,11 day ahead cum death,2020-06-11,17,Illinois,point,NA,6302.156498014927
2020-05-31,12 day ahead cum death,2020-06-12,17,Illinois,point,NA,6374.9223964214325
2020-05-31,13 day ahead cum death,2020-06-13,17,Illinois,point,NA,6427.058263242246
